Timestamp,event_id,league,match_time,home_team,away_team,home_score,away_score,SPREAD_FT_-0.5,SPREAD_FT_-1.0,SPREAD_FT_-1.5,SPREAD_FT_-2.0,SPREAD_FT_-2.5,SPREAD_FT_-3.0,SPREAD_FT_-3.5,SPREAD_FT_0.0,SPREAD_FT_0.5,SPREAD_FT_1.0,SPREAD_FT_1.5,SPREAD_FT_2.0,SPREAD_FT_2.5,SPREAD_FT_3.0,SPREAD_FT_3.5,TOTAL_POINTS_FT_10.0,TOTAL_POINTS_FT_10.5,TOTAL_POINTS_FT_11.0,TOTAL_POINTS_FT_11.5,TOTAL_POINTS_FT_12.0,TOTAL_POINTS_FT_12.5,TOTAL_POINTS_FT_13.0,TOTAL_POINTS_FT_13.5,TOTAL_POINTS_FT_14.0,TOTAL_POINTS_FT_14.5,TOTAL_POINTS_FT_15.0,TOTAL_POINTS_FT_15.5,TOTAL_POINTS_FT_16.0,TOTAL_POINTS_FT_4.0,TOTAL_POINTS_FT_4.5,TOTAL_POINTS_FT_5.0,TOTAL_POINTS_FT_5.5,TOTAL_POINTS_FT_6.0,TOTAL_POINTS_FT_6.5,TOTAL_POINTS_FT_7.0,TOTAL_POINTS_FT_7.5,TOTAL_POINTS_FT_8.0,TOTAL_POINTS_FT_8.5,TOTAL_POINTS_FT_9.0,TOTAL_POINTS_FT_9.5,MONEYLINE_1H,SPREAD_1H_-0.5,SPREAD_1H_-1.0,SPREAD_1H_-1.5,SPREAD_1H_0.0,SPREAD_1H_0.5,SPREAD_1H_1.0,SPREAD_1H_1.5,SPREAD_1H_2.0,TOTAL_POINTS_1H_1.5,TOTAL_POINTS_1H_2.0,TOTAL_POINTS_1H_2.5,TOTAL_POINTS_1H_3.0,TOTAL_POINTS_1H_3.5,TOTAL_POINTS_1H_4.0,TOTAL_POINTS_1H_4.5,TOTAL_POINTS_1H_5.0,TOTAL_POINTS_1H_5.5,TOTAL_POINTS_1H_6.0,TOTAL_POINTS_1H_6.5,TOTAL_POINTS_1H_7.0,TOTAL_POINTS_1H_7.5,TOTAL_POINTS_1H_8.0,TOTAL_POINTS_1H_8.5,TOTAL_POINTS_1H_9.0,TOTAL_POINTS_1H_9.5
2024-12-06 20:55:06,1601778284,France - National Corners,2024-12-06T18:30:00Z,Nimes (Corners),Le Mans (Corners),5,0,"HomeOdds:1.909, AwayOdds:1.877","HomeOdds:2.54, AwayOdds:1.48","HomeOdds:3.15, AwayOdds:1.321",,,,,"HomeOdds:1.487, AwayOdds:2.52","HomeOdds:1.319, AwayOdds:3.16",,,,,,,,,,,,,,,,,,,,,,,,,"OverOdds:1.238, UnderOdds:3.72","OverOdds:1.367, UnderOdds:2.93","OverOdds:1.781, UnderOdds:2.0","OverOdds:2.31, UnderOdds:1.578","OverOdds:2.88, UnderOdds:1.377",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 20:55:06,1601778277,France - National Corners,2024-12-06T18:30:00Z,Aubagne (Corners),Nancy (Corners),2,2,,,,,,,,,"HomeOdds:2.66, AwayOdds:1.438","HomeOdds:2.19, AwayOdds:1.645","HomeOdds:1.757, AwayOdds:2.02","HomeOdds:1.431, AwayOdds:2.69","HomeOdds:1.303, AwayOdds:3.25",,,,,,,,,,,,,,,,,,,"OverOdds:1.216, UnderOdds:3.92","OverOdds:1.33, UnderOdds:3.11","OverOdds:1.719, UnderOdds:2.07","OverOdds:2.12, UnderOdds:1.684","OverOdds:2.59, UnderOdds:1.462",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 20:55:06,1601778279,France - National Corners,2024-12-06T18:30:00Z,Sochaux (Corners),Chateauroux (Corners),6,2,"HomeOdds:1.543, AwayOdds:2.38","HomeOdds:1.793, AwayOdds:1.98","HomeOdds:2.16, AwayOdds:1.657","HomeOdds:2.92, AwayOdds:1.369",,,,"HomeOdds:1.284, AwayOdds:3.37",,,,,,,,,"OverOdds:1.324, UnderOdds:3.13","OverOdds:1.471, UnderOdds:2.56","OverOdds:1.84, UnderOdds:1.943","OverOdds:2.32, UnderOdds:1.574","OverOdds:2.81, UnderOdds:1.395",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 20:55:06,1601778267,France - National Corners,2024-12-06T18:30:00Z,Versailles (Corners),Boulogne (Corners),4,4,"HomeOdds:1.454, AwayOdds:2.61","HomeOdds:1.657, AwayOdds:2.16","HomeOdds:2.02, AwayOdds:1.757","HomeOdds:2.63, AwayOdds:1.448","HomeOdds:3.14, AwayOdds:1.323",,,,,,,,,,,,"OverOdds:1.364, UnderOdds:2.94","OverOdds:1.54, UnderOdds:2.39","OverOdds:1.925, UnderOdds:1.854","OverOdds:2.48, UnderOdds:1.5","OverOdds:3.01, UnderOdds:1.348",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 20:55:06,1601778266,France - National Corners,2024-12-06T18:30:00Z,Orleans (Corners),Paris 13 Atletico (Corners),7,0,"HomeOdds:1.416, AwayOdds:2.6","HomeOdds:1.632, AwayOdds:2.12","HomeOdds:2.02, AwayOdds:1.704","HomeOdds:2.74, AwayOdds:1.374","HomeOdds:3.32, AwayOdds:1.256",,,,,,,,,,,"OverOdds:1.917, UnderOdds:1.8","OverOdds:2.37, UnderOdds:1.5","OverOdds:3.42, UnderOdds:1.241",,,,,,,,,,,,,,,,,,,,,"OverOdds:1.225, UnderOdds:3.55","OverOdds:1.571, UnderOdds:2.23",,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 20:55:06,1601778270,France - National Corners,2024-12-06T18:30:00Z,Rouen (Corners),Quevilly (Corners),3,2,"HomeOdds:2.24, AwayOdds:1.609","HomeOdds:3.35, AwayOdds:1.287",,,,,,"HomeOdds:1.781, AwayOdds:2.0","HomeOdds:1.49, AwayOdds:2.51","HomeOdds:1.228, AwayOdds:3.81",,,,,,,,,,,,,,,,,,,,,,,,"OverOdds:1.266, UnderOdds:3.5","OverOdds:1.409, UnderOdds:2.76","OverOdds:1.826, UnderOdds:1.952","OverOdds:2.42, UnderOdds:1.526","OverOdds:3.03, UnderOdds:1.343",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 20:55:06,1601778981,Netherlands - Eredivisie Corners,2024-12-06T19:00:00Z,PSV (Corners),FC Twente (Corners),5,2,"HomeOdds:1.813, AwayOdds:2.02","HomeOdds:2.1, AwayOdds:1.74","HomeOdds:2.42, AwayOdds:1.552",,,,,"HomeOdds:1.555, AwayOdds:2.44","HomeOdds:1.42, AwayOdds:2.8",,,,,,,,,"OverOdds:1.301, UnderOdds:3.45","OverOdds:1.549, UnderOdds:2.48","OverOdds:1.769, UnderOdds:2.09","OverOdds:2.1, UnderOdds:1.751","OverOdds:2.64, UnderOdds:1.48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 20:55:06,1601778891,Bolivia - Primera Division Corners,2024-12-06T19:00:00Z,Always Ready (Corners),GV San Jose (Corners),1,1,"HomeOdds:1.473, AwayOdds:2.56","HomeOdds:1.632, AwayOdds:2.21","HomeOdds:1.917, AwayOdds:1.869","HomeOdds:2.28, AwayOdds:1.591","HomeOdds:2.64, AwayOdds:1.444",,,,,,,,,,,,,,,,,,,,,,,,,,,,"OverOdds:1.343, UnderOdds:3.04","OverOdds:1.609, UnderOdds:2.24","OverOdds:1.892, UnderOdds:1.892","OverOdds:2.24, UnderOdds:1.613","OverOdds:2.89, UnderOdds:1.377",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 20:55:06,1601778786,Netherlands - Eerste Divisie Corners,2024-12-06T19:00:00Z,Helmond Sport (Corners),Den Bosch (Corners),0,0,"HomeOdds:2.36, AwayOdds:1.552",,,,,,,"HomeOdds:2.05, AwayOdds:1.735","HomeOdds:1.769, AwayOdds:2.01","HomeOdds:1.52, AwayOdds:2.43","HomeOdds:1.398, AwayOdds:2.8",,,,,,,,,,,,,,,,,,"OverOdds:1.359, UnderOdds:2.96","OverOdds:1.621, UnderOdds:2.22","OverOdds:1.909, UnderOdds:1.877","OverOdds:2.26, UnderOdds:1.602","OverOdds:2.88, UnderOdds:1.377",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 20:55:06,1601778775,Netherlands - Eerste Divisie Corners,2024-12-06T19:00:00Z,VVV Venlo (Corners),TOP Oss (Corners),0,2,"HomeOdds:1.943, AwayOdds:1.833","HomeOdds:2.34, AwayOdds:1.561","HomeOdds:2.71, AwayOdds:1.425",,,,,"HomeOdds:1.671, AwayOdds:2.14","HomeOdds:1.505, AwayOdds:2.47",,,,,,,,,,,,,,,,,,,,,,,,"OverOdds:1.354, UnderOdds:2.98","OverOdds:1.617, UnderOdds:2.23","OverOdds:1.892, UnderOdds:1.892","OverOdds:2.23, UnderOdds:1.617","OverOdds:2.84, UnderOdds:1.389",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 20:55:06,1601778886,Netherlands - Eerste Divisie Corners,2024-12-06T19:00:00Z,Maastricht (Corners),Vitesse Arnhem (Corners),3,1,"HomeOdds:1.432, AwayOdds:2.68","HomeOdds:1.564, AwayOdds:2.33","HomeOdds:1.819, AwayOdds:1.961","HomeOdds:2.1, AwayOdds:1.694","HomeOdds:2.41, AwayOdds:1.531",,,,,,,,,,,"OverOdds:2.16, UnderOdds:1.662","OverOdds:2.52, UnderOdds:1.487",,,,,,,,,,,,,,,,,,,,,"OverOdds:1.373, UnderOdds:2.9","OverOdds:1.512, UnderOdds:2.45","OverOdds:1.819, UnderOdds:1.961",,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 20:55:06,1601778872,Netherlands - Eerste Divisie Corners,2024-12-06T19:00:00Z,Volendam (Corners),Jong AZ Alkmaar (Corners),1,2,"HomeOdds:2.26, AwayOdds:1.598","HomeOdds:2.87, AwayOdds:1.38",,,,,,"HomeOdds:1.98, AwayOdds:1.793","HomeOdds:1.729, AwayOdds:2.06","HomeOdds:1.495, AwayOdds:2.5",,,,,,,,,,,,,,,,,,,,,,,,,,"OverOdds:1.51, UnderOdds:2.46","OverOdds:1.724, UnderOdds:2.07","OverOdds:2.06, UnderOdds:1.729","OverOdds:2.54, UnderOdds:1.478","OverOdds:2.94, UnderOdds:1.364",,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 20:55:06,1601778860,Netherlands - Eerste Divisie Corners,2024-12-06T19:00:00Z,Dordrecht (Corners),Telstar (Corners),3,5,"HomeOdds:1.578, AwayOdds:2.3","HomeOdds:1.746, AwayOdds:2.04","HomeOdds:1.99, AwayOdds:1.787","HomeOdds:2.4, AwayOdds:1.534","HomeOdds:2.76, AwayOdds:1.409",,,,,,,,,,,,,,,,,"OverOdds:1.431, UnderOdds:2.69","OverOdds:1.689, UnderOdds:2.11","OverOdds:1.98, UnderOdds:1.793","OverOdds:2.33, UnderOdds:1.564","OverOdds:2.96, UnderOdds:1.359",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 20:55:06,1601778999,England - Premier League Cup U21 Corners,2024-12-06T19:00:00Z,Nottingham Forest (Corners),Leicester City (Corners),1,4,"HomeOdds:2.09, AwayOdds:1.662","HomeOdds:2.59, AwayOdds:1.429",,,,,,"HomeOdds:1.847, AwayOdds:1.892","HomeOdds:1.628, AwayOdds:2.14","HomeOdds:1.413, AwayOdds:2.64",,,,,,"OverOdds:1.649, UnderOdds:2.12","OverOdds:1.97, UnderOdds:1.757","OverOdds:2.41, UnderOdds:1.497","OverOdds:2.78, UnderOdds:1.371",,,,,,,,,,,,,,,,,,,,,"OverOdds:1.456, UnderOdds:2.51",,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 20:55:06,1601778990,England - Premier League Cup U21 Corners,2024-12-06T19:00:00Z,Derby County (Corners),Brentford (Corners),2,4,"HomeOdds:1.606, AwayOdds:2.19","HomeOdds:1.826, AwayOdds:1.909","HomeOdds:2.09, AwayOdds:1.662","HomeOdds:2.54, AwayOdds:1.444",,,,"HomeOdds:1.38, AwayOdds:2.75",,,,,,,,"OverOdds:1.574, UnderOdds:2.24","OverOdds:1.884, UnderOdds:1.854","OverOdds:2.27, UnderOdds:1.558","OverOdds:2.66, UnderOdds:1.408",,,,,,,,,,,,,,,,,,,,,"OverOdds:1.414, UnderOdds:2.64",,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 20:55:06,1601780231,Poland - 1st Liga Corners,2024-12-06T19:30:00Z,Polonia Warsaw (Corners),Wisla Krakow (Corners),2,3,,,,,,,,,,,"HomeOdds:2.43, AwayOdds:1.52","HomeOdds:2.2, AwayOdds:1.632","HomeOdds:1.961, AwayOdds:1.819","HomeOdds:1.781, AwayOdds:2.0","HomeOdds:1.645, AwayOdds:2.18",,,,,,,,,"OverOdds:1.505, UnderOdds:2.47","OverOdds:1.714, UnderOdds:2.08","OverOdds:1.925, UnderOdds:1.854","OverOdds:2.15, UnderOdds:1.662","OverOdds:2.53, UnderOdds:1.48",,,,,,,,,,,,,,,,,"HomeOdds:3.88, AwayOdds:1.221","HomeOdds:2.36, AwayOdds:1.552","HomeOdds:1.854, AwayOdds:1.925","HomeOdds:1.518, AwayOdds:2.44","HomeOdds:1.254, AwayOdds:3.59",,,,,,,,,,,,,"OverOdds:1.28, UnderOdds:3.4","OverOdds:1.423, UnderOdds:2.71","OverOdds:1.826, UnderOdds:1.952","OverOdds:2.31, UnderOdds:1.574","OverOdds:2.82, UnderOdds:1.392"
2024-12-06 20:55:06,1601777234,Romania - Liga 1 Corners,2024-12-06T18:00:00Z,Sepsi (Corners),Rapid Bucuresti (Corners),3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 20:55:06,1601778984,England - Professional Development League U21 Corners,2024-12-06T19:00:00Z,Colchester United (Corners),Cardiff City (Corners),3,3,"HomeOdds:2.1, AwayOdds:1.662","HomeOdds:2.6, AwayOdds:1.425",,,,,,"HomeOdds:1.84, AwayOdds:1.892","HomeOdds:1.628, AwayOdds:2.15","HomeOdds:1.408, AwayOdds:2.65",,,,,,,"OverOdds:1.49, UnderOdds:2.43","OverOdds:1.699, UnderOdds:2.04","OverOdds:2.03, UnderOdds:1.704","OverOdds:2.51, UnderOdds:1.456","OverOdds:2.9, UnderOdds:1.344",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 20:55:06,1601778767,France - Ligue 2 Corners,2024-12-06T19:00:00Z,Rodez (Corners),Pau FC (Corners),8,1,"HomeOdds:1.909, AwayOdds:1.869","HomeOdds:2.25, AwayOdds:1.609","HomeOdds:2.58, AwayOdds:1.465",,,,,"HomeOdds:1.649, AwayOdds:2.17","HomeOdds:1.5, AwayOdds:2.49",,,,,,,,,,,,,,"OverOdds:1.436, UnderOdds:2.67","OverOdds:1.613, UnderOdds:2.24","OverOdds:1.952, UnderOdds:1.833","OverOdds:2.36, UnderOdds:1.552","OverOdds:2.75, UnderOdds:1.413",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 20:55:06,1601778720,France - Ligue 2 Corners,2024-12-06T19:00:00Z,Stade Lavallois (Corners),Caen (Corners),3,0,,,,,,,,"HomeOdds:2.89, AwayOdds:1.377","HomeOdds:2.25, AwayOdds:1.606","HomeOdds:1.97, AwayOdds:1.806","HomeOdds:1.719, AwayOdds:2.07","HomeOdds:1.49, AwayOdds:2.51",,,,,,,,,,,,,,,,,,,,,,,"OverOdds:1.352, UnderOdds:2.99","OverOdds:1.617, UnderOdds:2.23","OverOdds:1.877, UnderOdds:1.909","OverOdds:2.2, UnderOdds:1.636","OverOdds:2.78, UnderOdds:1.403",,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 20:55:06,1601778727,France - Ligue 2 Corners,2024-12-06T19:00:00Z,Lorient (Corners),Troyes (Corners),1,2,"HomeOdds:1.877, AwayOdds:1.9","HomeOdds:2.25, AwayOdds:1.606","HomeOdds:2.63, AwayOdds:1.448",,,,,"HomeOdds:1.588, AwayOdds:2.28","HomeOdds:1.438, AwayOdds:2.66",,,,,,,,,,,,,,,,,,,,,,,,,"OverOdds:1.325, UnderOdds:3.12","OverOdds:1.45, UnderOdds:2.62","OverOdds:1.757, UnderOdds:2.02","OverOdds:2.11, UnderOdds:1.694","OverOdds:2.5, UnderOdds:1.492",,,,,,,,,,,,,,,,,,,,,,,,,,,,
